time,despos1,desvel1,desacc1,iqcmd1,despos2,desvel2,desacc2,iqcmd2,actpos1,actvel1,actacc1,actfe1,actpos2,actvel2,actacc2,actfe2,actpos3,actvel3,actacc3,actfe3,actpos4,actvel4,actacc4,actfe4,nodeA,nodeB,nodeC,nodeD
0,3670,0,0,16384,0,0,0,0,1,0,0,3669,0,0,0,3670,0,0,0,3670,0,0,0,3670,11969.9049773756,11969.9049773756,11969.9049773756,0
0.000442,3670,0,0,16384,0,0,0,0,1,0,0,3669,0,0,0,3670,0,0,0,3670,0,0,0,3670,3669,3669,3669,0
0.000884,3670,0,0,16384,0,0,0,0,1,0,0,3669,0,0,0,3670,0,0,0,3670,0,0,0,3670,3669,3669,3669,0
0.001326,3670,0,0,16384,0,0,0,0,1,0,0,3669,0,0,0,3670,0,0,0,3670,0,0,0,3670,3669,3669,3669,0
0.001768,3670,0,0,16384,0,0,0,0,4.07421875,6955.24604072398,15735850.7708687,3665.92578125,0,0,0,3670,0,0,0,3670,0,0,0,3670,3658.97053520928,3658.97053520928,3658.97053520928,0
0.00221,3670,0,0,16384,0,0,0,0,7.49609375,7741.79864253394,1779530.77332569,3662.50390625,1,2262.44343891403,5118650.31428513,3669,0,0,0,3670,0,0,0,3670,3654.76210760747,3654.76210760747,3654.76210760747,0
0.002652,3670,0,0,16384,0,0,0,0,9.53125,4604.42590497738,-7098128.36551258,3660.46875,1,0,-5118650.31428513,3669,0,0,0,3670,0,0,0,3670,3655.86432409502,3655.86432409502,3655.86432409502,0
0.003094,3670,0,0,16384,0,0,0,0,12.05859375,5717.97228506787,2519335.70156221,3657.94140625,1,0,0,3669,0,0,0,3670,0,0,0,3670,3652.22343396493,3652.22343396493,3652.22343396493,0
0.003536,3670,0,0,16384,0,0,0,0,17.4296875,12151.7958144796,14556161.8312483,3652.5703125,1,0,0,3669,0,0,0,3670,0,0,0,3670,3640.41851668552,3640.41851668552,3640.41851668552,0
0.003978,3670,0,0,16384,0,0,0,0,22.71484375,11957.367081448,-439884.011383879,3647.28515625,1,0,0,3669,0,0,0,3670,0,0,0,3670,3635.32778916855,3635.32778916855,3635.32778916855,0
0.00442,3670,0,0,16384,0,0,0,0,26.27734375,8059.95475113122,-8817674.95546774,3643.72265625,1,0,0,3669,0,0,0,3670,0,0,0,3670,3635.66270149887,3635.66270149887,3635.66270149887,0
0.004862,3670,0,0,16384,0,0,0,0,31.5625,11957.367081448,8817674.95546774,3638.4375,1,0,0,3669,0,0,0,3670,0,0,0,3670,3626.48013291855,3626.48013291855,3626.48013291855,0
0.005304,3670,0,0,16384,0,0,0,0,39.1484375,17162.7545248869,11776894.6684138,3630.8515625,1,0,0,3669,0,0,0,3670,0,0,0,3670,3613.68880797511,3613.68880797511,3613.68880797511,0
0.005746,3670,0,0,16384,0,0,0,0,45.8671875,15200.7918552036,-4438829.56941914,3624.1328125,1.55078125,1246.11142533937,2819256.61841486,3668.44921875,0,0,0,3670,0,0,0,3670,3608.9320206448,3608.9320206448,3608.9320206448,0
0.006188,3670,0,0,16384,0,0,0,0,51.53125,12814.621040724,-5398576.5033476,3618.46875,1.6796875,291.643099547511,-2159430.60133904,3668.3203125,0,0,0,3670,0,0,0,3670,3605.65412895928,3605.65412895928,3605.65412895928,0
0.00663,3670,0,0,16384,0,0,0,0,59.046875,17003.6764705882,9477500.97254356,3610.953125,1.8046875,282.805429864253,-19994.7277901764,3668.1953125,0,0,0,3670,0,0,0,3670,3593.94944852941,3593.94944852941,3593.94944852941,0
0.007072,3670,0,0,16384,0,0,0,0,68.125,20538.7443438914,7997891.11607051,3601.875,1.93359375,291.643099547511,19994.7277901764,3668.06640625,0,0,0,3670,0,0,0,3670,3581.33625565611,3581.33625565611,3581.33625565611,0
0.007514,3670,0,0,16384,0,0,0,0,75.84375,17463.2352941176,-6958165.27098135,3594.15625,2.0625,291.643099547511,0,3667.9375,0,0,0,3670,0,0,0,3670,3576.69301470588,3576.69301470588,3576.69301470588,0
0.007956,3670,0,0,16384,0,0,0,0,82.890625,15943.1561085973,-3439093.17991032,3587.109375,2.19140625,291.643099547511,0,3667.80859375,0,0,0,3670,0,0,0,3670,3571.1662188914,3571.1662188914,3571.1662188914,0
0.008398,3670,0,0,16384,0,0,0,0,92.3203125,21334.1346153846,12196783.9520075,3577.6796875,2.3203125,291.643099547511,0,3667.6796875,0,0,0,3670,0,0,0,3670,3556.34555288462,3556.34555288462,3556.34555288462,0
0.00884,3670,0,0,16384,0,0,0,0,103.390625,25045.9558823529,8397785.67187404,3566.609375,2.44921875,291.643099547511,0,3667.55078125,0,0,0,3670,0,0,0,3670,3541.56341911765,3541.56341911765,3541.56341911765,0
0.009282,3670,0,0,16384,0,0,0,0,112.25,20043.834841629,-11317015.9292398,3557.75,2.49609375,106.052036199095,-419889.283593702,3667.50390625,0,0,0,3670,0,0,0,3670,3537.70616515837,3537.70616515837,3537.70616515837,0
0.009724,3670,0,0,16384,0,0,0,0,120.9765625,19743.3540723982,-679820.744865994,3549.0234375,2.49609375,0,-239936.733482115,3667.50390625,0,0,0,3670,0,0,0,3670,3529.2800834276,3529.2800834276,3529.2800834276,0
0.010166,3670,0,0,16384,0,0,0,0,132.8125,26778.1391402715,15915803.3209803,3537.1875,2.49609375,0,0,3667.50390625,0,0,0,3670,0,0,0,3670,3510.40936085973,3510.40936085973,3510.40936085973,0
0.010608,3670,0,0,16384,0,0,0,0,145.49609375,28695.9134615385,4338855.93046825,3524.50390625,2.49609375,0,0,3667.50390625,0,0,0,3670,0,0,0,3670,3495.80799278846,3495.80799278846,3495.80799278846,0
0.01105,3670,0,0,16384,0,0,0,0,155.6484375,22969.1035067873,-12956583.6080342,3514.3515625,2.49609375,0,0,3667.50390625,0,0,0,3670,0,0,0,3670,3491.38245899321,3491.38245899321,3491.38245899321,0
0.011492,3670,0,0,16384,0,0,0,0,166.078125,23596.5780542986,1419625.67310252,3503.921875,2.49609375,0,0,3667.50390625,0,0,0,3670,0,0,0,3670,3480.3252969457,3480.3252969457,3480.3252969457,0
0.011934,3670,0,0,16384,0,0,0,0,179.8125,31073.2466063348,16915539.7104891,3490.1875,2.49609375,0,0,3667.50390625,0,0,0,3670,0,0,0,3670,3459.11425339367,3459.11425339367,3459.11425339367,0
0.012376,3670,0,0,16384,0,0,0,0,193.453125,30861.1425339367,-479873.46696423,3476.546875,2.49609375,0,0,3667.50390625,0,0,0,3670,0,0,0,3670,3445.68573246606,3445.68573246606,3445.68573246606,0
0.012818,3670,0,0,16384,0,0,0,0,204.328125,24604.07239819,-14156267.2754448,3465.671875,2.49609375,0,0,3667.50390625,0,0,0,3670,0,0,0,3670,3441.06780260181,3441.06780260181,3441.06780260181,0
0.01326,3670,0,0,16384,0,0,0,0,216.140625,26725.1131221719,4798734.66964231,3453.859375,2.49609375,0,0,3667.50390625,0,0,0,3670,0,0,0,3670,3427.13426187783,3427.13426187783,3427.13426187783,0
0.013702,3670,0,0,16384,0,0,0,0,230.796875,33158.9366515837,14556161.8312483,3439.203125,2.49609375,0,0,3667.50390625,0,0,0,3670,0,0,0,3670,3406.04418834842,3406.04418834842,3406.04418834842,0
0.014144,3670,0,0,16384,0,0,0,0,244.71875,31497.4547511312,-3759008.82455315,3425.28125,2.49609375,0,0,3667.50390625,0,0,0,3670,0,0,0,3670,3393.78379524887,3393.78379524887,3393.78379524887,0
0.014586,3670,0,0,16384,0,0,0,0,256.71875,27149.3212669683,-9837406.07276673,3413.28125,2.49609375,0,0,3667.50390625,0,0,0,3670,0,0,0,3670,3386.13192873303,3386.13192873303,3386.13192873303,0
0.015028,3670,0,0,16384,0,0,0,0,270.15625,30401.5837104072,7358059.82678487,3399.84375,2.49609375,0,0,3667.50390625,0,0,0,3670,0,0,0,3670,3369.44216628959,3369.44216628959,3369.44216628959,0
0.01547,3670,0,0,16384,0,0,0,0,286.03125,35916.2895927602,12476710.14107,3383.96875,2.49609375,0,0,3667.50390625,0,0,0,3670,0,0,0,3670,3348.05246040724,3348.05246040724,3348.05246040724,0
0.015912,3670,0,0,16384,0,0,0,0,300.84375,33512.443438914,-5438565.95892794,3369.15625,2.49609375,0,0,3667.50390625,0,0,0,3670,0,0,0,3670,3335.64380656109,3335.64380656109,3335.64380656109,0
0.016354,3670,0,0,16384,0,0,0,0,313.90625,29553.1674208145,-8957638.04999898,3356.09375,2.49609375,0,0,3667.50390625,0,0,0,3670,0,0,0,3670,3326.54058257919,3326.54058257919,3326.54058257919,0
0.016796,3670,0,0,16384,0,0,0,0,329.078125,34325.5090497738,10797153.0066952,3340.921875,2.49609375,0,0,3667.50390625,0,0,0,3670,0,0,0,3670,3306.59636595023,3306.59636595023,3306.59636595023,0
0.017238,3670,0,0,16384,0,0,0,0,346,38284.7850678733,8957638.04999897,3324,2.49609375,0,0,3667.50390625,0,0,0,3670,0,0,0,3670,3285.71521493213,3285.71521493213,3285.71521493213,0
0.01768,3670,0,0,16384,0,0,0,0,361.49609375,35059.0356334842,-7298075.64341434,3308.50390625,2.49609375,0,0,3667.50390625,0,0,0,3670,0,0,0,3670,3273.44487061652,3273.44487061652,3273.44487061652,0
0.018122,3670,0,0,16384,0,0,0,0,375.65625,32036.55260181,-6838196.90424029,3294.34375,2.49609375,0,0,3667.50390625,0,0,0,3670,0,0,0,3670,3262.30719739819,3262.30719739819,3262.30719739819,0
