time,despos1,desvel1,desacc1,iqcmd1,despos2,desvel2,desacc2,iqcmd2,actpos1,actvel1,actacc1,actfe1,actpos2,actvel2,actacc2,actfe2,actpos3,actvel3,actacc3,actfe3,actpos4,actvel4,actacc4,actfe4,nodeA,nodeB,nodeC,nodeD
0,0,0,0,0,0,0,0,0,9,0,0,-9,14.50390625,0,0,-14.50390625,0,0,0,0,0,0,0,0,0,0,0,0
0.00442,0,0,0,72.795799,0,0,0,0,9,0,0,-9,14.50390625,0,0,-14.50390625,0,0,0,0,0,0,0,0,0,0,0,0
0.00884,0,0,0,254.54956,0,0,0,0,9,0,0,-9,14.50390625,0,0,-14.50390625,0,0,0,0,0,0,0,0,0,0,0,0
0.01326,0,0,0,435.51822,0,0,0,0,10.515625,342.901583710407,77579.543825884,-10.515625,14.50390625,0,0,-14.50390625,0,0,0,0,0,0,0,0,0,0,0,0
0.01768,0,0,0,615.14362,0,0,0,0,13.26953125,623.055712669683,63383.2870948588,-13.26953125,14.50390625,0,0,-14.50390625,0,0,0,0,0,0,0,0,0,0,0,0
0.0221,0,0,0,792.8717,0,0,0,0,18.29296875,1136.52432126697,116169.368460924,-18.29296875,14.50390625,0,0,-14.50390625,0,0,0,0,0,0,0,0,0,0,0,0
0.02652,0,0,0,968.15442,0,0,0,0,25.68359375,1672.0871040724,121168.050408468,-25.68359375,14.50390625,0,0,-14.50390625,0,0,0,0,0,0,0,0,0,0,0,0
0.03094,0,0,0,1140.451,0,0,0,0,36.24609375,2389.70588235294,162357.189656231,-36.24609375,14.50390625,0,0,-14.50390625,0,0,0,0,0,0,0,0,0,0,0,0
0.03536,0,0,0,1309.2302,0,0,0,0,50.2734375,3173.60718325792,177353.235498864,-50.2734375,14.50390625,0,0,-14.50390625,0,0,0,0,0,0,0,0,0,0,0,0
0.03978,0,0,0,1473.9714,0,0,0,0,68.49609375,4122.77290723982,214743.376466493,-68.49609375,14.50390625,0,0,-14.50390625,0,0,0,0,0,0,0,0,0,0,0,0
0.0442,0,0,0,1634.1664,0,0,0,0,91.0625,5105.5217760181,222341.37302676,-91.0625,14.50390625,0,0,-14.50390625,0,0,0,0,0,0,0,0,0,0,0,0
0.04862,0,0,0,1789.3213,0,0,0,0,118.80859375,6277.3967760181,265130.090497738,-118.80859375,14.50390625,0,0,-14.50390625,0,0,0,0,0,0,0,0,0,0,0,0
