time,despos1,desvel1,desacc1,iqcmd1,despos2,desvel2,desacc2,iqcmd2,actpos1,actvel1,actacc1,actfe1,actpos2,actvel2,actacc2,actfe2,actpos3,actvel3,actacc3,actfe3,actpos4,actvel4,actacc4,actfe4,nodeA,nodeB,nodeC,nodeD
0,0,0,0,0,0,0,0,0,-26,0,0,26,9.50390625,0,0,-9.50390625,0,0,0,0,0,0,0,0,0,0,0,0
0.00442,0,0,0,810.51904,0,0,0,0,-26,0,0,26,9.50390625,0,0,-9.50390625,0,0,0,0,0,0,0,0,0,0,0,0
0.00884,0,0,0,1649.9167,0,0,0,0,-24.4921875,341.134049773756,77179.6492700805,24.4921875,9.50390625,0,0,-9.50390625,0,0,0,0,0,0,0,0,0,0,0,0
0.01326,0,0,0,2362.8777,0,0,0,0,-17.22265625,1644.6903280543,294922.2349051,17.22265625,10.50390625,226.244343891403,51186.5031428513,-10.50390625,0,0,0,0,0,0,0,0,0,0,0,0
0.01768,0,0,0,2894.7664,0,0,0,0,-1.375,3585.44259049774,439084.222272271,1.375,10.50390625,0,-51186.5031428513,-10.50390625,0,0,0,0,0,0,0,0,0,0,0,0
0.0221,0,0,0,3204.8225,0,0,0,0,24.69140625,5897.37697963801,523062.078991011,-24.69140625,10.50390625,0,0,-10.50390625,0,0,0,0,0,0,0,0,0,0,0,0
0.02652,0,0,0,3269.2864,0,0,0,0,62.359375,8522.16487556561,593843.415368236,-62.359375,10.50390625,0,0,-10.50390625,0,0,0,0,0,0,0,0,0,0,0,0
0.03094,0,0,0,3083.2175,0,0,0,0,111.8359375,11193.7924208145,604440.621097029,-111.8359375,10.50390625,0,0,-10.50390625,0,0,0,0,0,0,0,0,0,0,0,0
0.03536,0,0,0,2660.875,0,0,0,0,171.9296875,13595.871040724,543456.701336991,-171.9296875,10.50390625,0,0,-10.50390625,0,0,0,0,0,0,0,0,0,0,0,0
0.03978,0,0,0,2034.624,0,0,0,0,240.625,15541.9259049774,440283.905939681,-240.625,10.50390625,0,0,-10.50390625,0,0,0,0,0,0,0,0,0,0,0,0
0.0442,0,0,0,1252.4552,0,0,0,0,314.578125,16731.4762443439,269129.036055773,-314.578125,9.50390625,-226.244343891403,-51186.5031428513,-9.50390625,0,0,0,0,0,0,0,0,0,0,0,0
